year,id,state,month,number,date
2016,18,Parana,Maio,72,2016-01-01
2017,18,Parana,Maio,49,2017-01-01
1998,18,Parana,Junho,36,1998-01-01
1999,18,Parana,Junho,31,1999-01-01
2000,18,Parana,Junho,53,2000-01-01
2001,18,Parana,Junho,43,2001-01-01
2002,18,Parana,Junho,115,2002-01-01
2003,18,Parana,Junho,159,2003-01-01
2004,18,Parana,Junho,147,2004-01-01
2005,18,Parana,Junho,114,2005-01-01
2006,18,Parana,Junho,62,2006-01-01
2007,18,Parana,Junho,57,2007-01-01
2008,18,Parana,Junho,17,2008-01-01
2009,18,Parana,Junho,105,2009-01-01
2010,18,Parana,Junho,55,2010-01-01
2011,18,Parana,Junho,162,2011-01-01
2012,18,Parana,Junho,77,2012-01-01
2013,18,Parana,Junho,52,2013-01-01
2014,18,Parana,Junho,112,2014-01-01
2015,18,Parana,Junho,201,2015-01-01
2016,18,Parana,Junho,238,2016-01-01
2017,18,Parana,Junho,169,2017-01-01
1998,18,Parana,Julho,59,1998-01-01
1999,18,Parana,Julho,94,1999-01-01
2000,18,Parana,Julho,98,2000-01-01
2001,18,Parana,Julho,122,2001-01-01
2002,18,Parana,Julho,172,2002-01-01
2003,18,Parana,Julho,101,2003-01-01
2004,18,Parana,Julho,148,2004-01-01
2005,18,Parana,Julho,155,2005-01-01
2006,18,Parana,Julho,139,2006-01-01
2007,18,Parana,Julho,60,2007-01-01
2008,18,Parana,Julho,87,2008-01-01
2009,18,Parana,Julho,34,2009-01-01
2010,18,Parana,Julho,196,2010-01-01
2011,18,Parana,Julho,262,2011-01-01
2012,18,Parana,Julho,111,2012-01-01
2013,18,Parana,Julho,168,2013-01-01
2014,18,Parana,Julho,215,2014-01-01
2015,18,Parana,Julho,137,2015-01-01
2016,18,Parana,Julho,504,2016-01-01
2017,18,Parana,Julho,891,2017-01-01
1998,18,Parana,Agosto,42,1998-01-01
1999,18,Parana,Agosto,938,1999-01-01
2000,18,Parana,Agosto,849,2000-01-01
2001,18,Parana,Agosto,342,2001-01-01
2002,18,Parana,Agosto,1.593,2002-01-01
2003,18,Parana,Agosto,1.896,2003-01-01
2004,18,Parana,Agosto,1.237,2004-01-01
2005,18,Parana,Agosto,800,2005-01-01
2006,18,Parana,Agosto,844,2006-01-01
2007,18,Parana,Agosto,580,2007-01-01
2008,18,Parana,Agosto,205,2008-01-01
2009,18,Parana,Agosto,844,2009-01-01
2010,18,Parana,Agosto,733,2010-01-01
2011,18,Parana,Agosto,435,2011-01-01
2012,18,Parana,Agosto,522,2012-01-01
2013,18,Parana,Agosto,481,2013-01-01
2014,18,Parana,Agosto,646,2014-01-01
2015,18,Parana,Agosto,651,2015-01-01
2016,18,Parana,Agosto,1.01,2016-01-01
2017,18,Parana,Agosto,987,2017-01-01
1998,18,Parana,Setembro,61,1998-01-01
1999,18,Parana,Setembro,878,1999-01-01
2000,18,Parana,Setembro,381,2000-01-01
2001,18,Parana,Setembro,258,2001-01-01
2002,18,Parana,Setembro,1.071,2002-01-01
2003,18,Parana,Setembro,2.446,2003-01-01
2004,18,Parana,Setembro,1.36,2004-01-01
2005,18,Parana,Setembro,386,2005-01-01
2006,18,Parana,Setembro,866,2006-01-01
2007,18,Parana,Setembro,960,2007-01-01
2008,18,Parana,Setembro,413,2008-01-01
2009,18,Parana,Setembro,149,2009-01-01
2010,18,Parana,Setembro,270,2010-01-01
2011,18,Parana,Setembro,913,2011-01-01
2012,18,Parana,Setembro,459,2012-01-01
2013,18,Parana,Setembro,476,2013-01-01
2014,18,Parana,Setembro,443,2014-01-01
2015,18,Parana,Setembro,599,2015-01-01
2016,18,Parana,Setembro,1.371,2016-01-01
2017,18,Parana,Setembro,1.706,2017-01-01
1998,18,Parana,Outubro,61,1998-01-01
1999,18,Parana,Outubro,452,1999-01-01
2000,18,Parana,Outubro,658,2000-01-01
2001,18,Parana,Outubro,209,2001-01-01
2002,18,Parana,Outubro,399,2002-01-01
2003,18,Parana,Outubro,1.228,2003-01-01
2004,18,Parana,Outubro,666,2004-01-01
2005,18,Parana,Outubro,157,2005-01-01
2006,18,Parana,Outubro,327,2006-01-01
2007,18,Parana,Outubro,194,2007-01-01
2008,18,Parana,Outubro,78,2008-01-01
2009,18,Parana,Outubro,424,2009-01-01
2010,18,Parana,Outubro,230,2010-01-01
2011,18,Parana,Outubro,256,2011-01-01
2012,18,Parana,Outubro,145,2012-01-01
2013,18,Parana,Outubro,233,2013-01-01
2014,18,Parana,Outubro,411,2014-01-01
2015,18,Parana,Outubro,158,2015-01-01
2016,18,Parana,Outubro,193,2016-01-01
2017,18,Parana,Outubro,134,2017-01-01
1998,18,Parana,Novembro,143,1998-01-01
1999,18,Parana,Novembro,447,1999-01-01
2000,18,Parana,Novembro,85,2000-01-01
2001,18,Parana,Novembro,89,2001-01-01
2002,18,Parana,Novembro,425,2002-01-01
2003,18,Parana,Novembro,503,2003-01-01
2004,18,Parana,Novembro,388,2004-01-01
2005,18,Parana,Novembro,597,2005-01-01
2006,18,Parana,Novembro,60,2006-01-01
2007,18,Parana,Novembro,59,2007-01-01
2008,18,Parana,Novembro,39,2008-01-01
2009,18,Parana,Novembro,90,2009-01-01
2010,18,Parana,Novembro,183,2010-01-01
2011,18,Parana,Novembro,138,2011-01-01
2012,18,Parana,Novembro,142,2012-01-01
2013,18,Parana,Novembro,126,2013-01-01
2014,18,Parana,Novembro,68,2014-01-01
2015,18,Parana,Novembro,18,2015-01-01
2016,18,Parana,Novembro,275,2016-01-01
2017,18,Parana,Novembro,292,2017-01-01
1998,18,Parana,Dezembro,82,1998-01-01
1999,18,Parana,Dezembro,254,1999-01-01
2000,18,Parana,Dezembro,159,2000-01-01
2001,18,Parana,Dezembro,85,2001-01-01
2002,18,Parana,Dezembro,165,2002-01-01
2003,18,Parana,Dezembro,171,2003-01-01
2004,18,Parana,Dezembro,151,2004-01-01
2005,18,Parana,Dezembro,40,2005-01-01
2006,18,Parana,Dezembro,6,2006-01-01
2007,18,Parana,Dezembro,22,2007-01-01
2008,18,Parana,Dezembro,62,2008-01-01
2009,18,Parana,Dezembro,30,2009-01-01
2010,18,Parana,Dezembro,37,2010-01-01
2011,18,Parana,Dezembro,78,2011-01-01
2012,18,Parana,Dezembro,54,2012-01-01
2013,18,Parana,Dezembro,155,2013-01-01
2014,18,Parana,Dezembro,78,2014-01-01
2015,18,Parana,Dezembro,30,2015-01-01
2016,18,Parana,Dezembro,45,2016-01-01
1998,16,Pernambuco,Janeiro,0,1998-01-01
1999,16,Pernambuco,Janeiro,102,1999-01-01
2000,16,Pernambuco,Janeiro,3,2000-01-01
2001,16,Pernambuco,Janeiro,7,2001-01-01
2002,16,Pernambuco,Janeiro,10,2002-01-01
2003,16,Pernambuco,Janeiro,188,2003-01-01
2004,16,Pernambuco,Janeiro,29,2004-01-01
2005,16,Pernambuco,Janeiro,221,2005-01-01
2006,16,Pernambuco,Janeiro,148,2006-01-01
2007,16,Pernambuco,Janeiro,156,2007-01-01
2008,16,Pernambuco,Janeiro,170,2008-01-01
2009,16,Pernambuco,Janeiro,256,2009-01-01
2010,16,Pernambuco,Janeiro,47,2010-01-01
2011,16,Pernambuco,Janeiro,49,2011-01-01
2012,16,Pernambuco,Janeiro,146,2012-01-01
2013,16,Pernambuco,Janeiro,55,2013-01-01
2014,16,Pernambuco,Janeiro,99,2014-01-01
2015,16,Pernambuco,Janeiro,109,2015-01-01
2016,16,Pernambuco,Janeiro,24,2016-01-01
2017,16,Pernambuco,Janeiro,52,2017-01-01
1998,16,Pernambuco,Fevereiro,0,1998-01-01
1999,16,Pernambuco,Fevereiro,13,1999-01-01
2000,16,Pernambuco,Fevereiro,4,2000-01-01
2001,16,Pernambuco,Fevereiro,2,2001-01-01
2002,16,Pernambuco,Fevereiro,19,2002-01-01
2003,16,Pernambuco,Fevereiro,35,2003-01-01
2004,16,Pernambuco,Fevereiro,8,2004-01-01
2005,16,Pernambuco,Fevereiro,33,2005-01-01
2006,16,Pernambuco,Fevereiro,41,2006-01-01
2007,16,Pernambuco,Fevereiro,21,2007-01-01
2008,16,Pernambuco,Fevereiro,48,2008-01-01
2009,16,Pernambuco,Fevereiro,28,2009-01-01
2010,16,Pernambuco,Fevereiro,33,2010-01-01
2011,16,Pernambuco,Fevereiro,25,2011-01-01
2012,16,Pernambuco,Fevereiro,64,2012-01-01
2013,16,Pernambuco,Fevereiro,29,2013-01-01
2014,16,Pernambuco,Fevereiro,25,2014-01-01
2015,16,Pernambuco,Fevereiro,55,2015-01-01
2016,16,Pernambuco,Fevereiro,19,2016-01-01
2017,16,Pernambuco,Fevereiro,23,2017-01-01
1998,16,Pernambuco,Março,0,1998-01-01
1999,16,Pernambuco,Março,27,1999-01-01
2000,16,Pernambuco,Março,14,2000-01-01
2001,16,Pernambuco,Março,0,2001-01-01
2002,16,Pernambuco,Março,24,2002-01-01
2003,16,Pernambuco,Março,9,2003-01-01
2004,16,Pernambuco,Março,6,2004-01-01
2005,16,Pernambuco,Março,45,2005-01-01
2006,16,Pernambuco,Março,18,2006-01-01
2007,16,Pernambuco,Março,4,2007-01-01
2008,16,Pernambuco,Março,32,2008-01-01
2009,16,Pernambuco,Março,15,2009-01-01
2010,16,Pernambuco,Março,59,2010-01-01
2011,16,Pernambuco,Março,39,2011-01-01
2012,16,Pernambuco,Março,44,2012-01-01
2013,16,Pernambuco,Março,40,2013-01-01
2014,16,Pernambuco,Março,36,2014-01-01
2015,16,Pernambuco,Março,33,2015-01-01
2016,16,Pernambuco,Março,4,2016-01-01
2017,16,Pernambuco,Março,7,2017-01-01
1998,16,Pernambuco,Abril,0,1998-01-01
1999,16,Pernambuco,Abril,2,1999-01-01
2000,16,Pernambuco,Abril,1,2000-01-01
2001,16,Pernambuco,Abril,2,2001-01-01
2002,16,Pernambuco,Abril,5,2002-01-01
2003,16,Pernambuco,Abril,7,2003-01-01
2004,16,Pernambuco,Abril,5,2004-01-01
2005,16,Pernambuco,Abril,1,2005-01-01
2006,16,Pernambuco,Abril,2,2006-01-01
2007,16,Pernambuco,Abril,1,2007-01-01
2008,16,Pernambuco,Abril,5,2008-01-01
2009,16,Pernambuco,Abril,3,2009-01-01
2010,16,Pernambuco,Abril,2,2010-01-01
2011,16,Pernambuco,Abril,22,2011-01-01
2012,16,Pernambuco,Abril,46,2012-01-01
2013,16,Pernambuco,Abril,11,2013-01-01
2014,16,Pernambuco,Abril,10,2014-01-01
2015,16,Pernambuco,Abril,30,2015-01-01
2016,16,Pernambuco,Abril,8,2016-01-01
2017,16,Pernambuco,Abril,9,2017-01-01
1998,16,Pernambuco,Maio,0,1998-01-01
1999,16,Pernambuco,Maio,6,1999-01-01
2000,16,Pernambuco,Maio,7,2000-01-01
2001,16,Pernambuco,Maio,5,2001-01-01
2002,16,Pernambuco,Maio,13,2002-01-01
2003,16,Pernambuco,Maio,1,2003-01-01
2004,16,Pernambuco,Maio,2,2004-01-01
2005,16,Pernambuco,Maio,1,2005-01-01
2006,16,Pernambuco,Maio,1,2006-01-01
2007,16,Pernambuco,Maio,0,2007-01-01
2008,16,Pernambuco,Maio,0,2008-01-01
2009,16,Pernambuco,Maio,0,2009-01-01
2010,16,Pernambuco,Maio,8,2010-01-01
2011,16,Pernambuco,Maio,1,2011-01-01
2012,16,Pernambuco,Maio,36,2012-01-01
2013,16,Pernambuco,Maio,9,2013-01-01
2014,16,Pernambuco,Maio,4,2014-01-01
2015,16,Pernambuco,Maio,17,2015-01-01
2016,16,Pernambuco,Maio,6,2016-01-01
2017,16,Pernambuco,Maio,13,2017-01-01
1998,16,Pernambuco,Junho,1,1998-01-01
1999,16,Pernambuco,Junho,7,1999-01-01
2000,16,Pernambuco,Junho,4,2000-01-01
2001,16,Pernambuco,Junho,2,2001-01-01
2002,16,Pernambuco,Junho,1,2002-01-01
2003,16,Pernambuco,Junho,2,2003-01-01
2004,16,Pernambuco,Junho,4,2004-01-01
2005,16,Pernambuco,Junho,3,2005-01-01
2006,16,Pernambuco,Junho,0,2006-01-01
2007,16,Pernambuco,Junho,1,2007-01-01
2008,16,Pernambuco,Junho,0,2008-01-01
2009,16,Pernambuco,Junho,1,2009-01-01
2010,16,Pernambuco,Junho,1,2010-01-01
2011,16,Pernambuco,Junho,4,2011-01-01
2012,16,Pernambuco,Junho,12,2012-01-01
2013,16,Pernambuco,Junho,12,2013-01-01
2014,16,Pernambuco,Junho,3,2014-01-01
2015,16,Pernambuco,Junho,3,2015-01-01
2016,16,Pernambuco,Junho,4,2016-01-01
2017,16,Pernambuco,Junho,5,2017-01-01
1998,16,Pernambuco,Julho,5,1998-01-01
1999,16,Pernambuco,Julho,2,1999-01-01
2000,16,Pernambuco,Julho,0,2000-01-01
2001,16,Pernambuco,Julho,6,2001-01-01
2002,16,Pernambuco,Julho,8,2002-01-01
2003,16,Pernambuco,Julho,5,2003-01-01
2004,16,Pernambuco,Julho,13,2004-01-01
2005,16,Pernambuco,Julho,1,2005-01-01
2006,16,Pernambuco,Julho,1,2006-01-01
2007,16,Pernambuco,Julho,3,2007-01-01
2008,16,Pernambuco,Julho,0,2008-01-01
2009,16,Pernambuco,Julho,1,2009-01-01
2010,16,Pernambuco,Julho,7,2010-01-01
2011,16,Pernambuco,Julho,2,2011-01-01
2012,16,Pernambuco,Julho,11,2012-01-01
2013,16,Pernambuco,Julho,4,2013-01-01
2014,16,Pernambuco,Julho,11,2014-01-01
2015,16,Pernambuco,Julho,13,2015-01-01
2016,16,Pernambuco,Julho,17,2016-01-01
2017,16,Pernambuco,Julho,2,2017-01-01
1998,16,Pernambuco,Agosto,12,1998-01-01
1999,16,Pernambuco,Agosto,3,1999-01-01
2000,16,Pernambuco,Agosto,31,2000-01-01
2001,16,Pernambuco,Agosto,27,2001-01-01
2002,16,Pernambuco,Agosto,37,2002-01-01
2003,16,Pernambuco,Agosto,26,2003-01-01
2004,16,Pernambuco,Agosto,41,2004-01-01
2005,16,Pernambuco,Agosto,10,2005-01-01
2006,16,Pernambuco,Agosto,8,2006-01-01
2007,16,Pernambuco,Agosto,20,2007-01-01
2008,16,Pernambuco,Agosto,2,2008-01-01
2009,16,Pernambuco,Agosto,10,2009-01-01
2010,16,Pernambuco,Agosto,29,2010-01-01
2011,16,Pernambuco,Agosto,27,2011-01-01
2012,16,Pernambuco,Agosto,27,2012-01-01
2013,16,Pernambuco,Agosto,14,2013-01-01
2014,16,Pernambuco,Agosto,23,2014-01-01
2015,16,Pernambuco,Agosto,21,2015-01-01
2016,16,Pernambuco,Agosto,42,2016-01-01
2017,16,Pernambuco,Agosto,20,2017-01-01
1998,16,Pernambuco,Setembro,177,1998-01-01
1999,16,Pernambuco,Setembro,64,1999-01-01
2000,16,Pernambuco,Setembro,130,2000-01-01
2001,16,Pernambuco,Setembro,298,2001-01-01
2002,16,Pernambuco,Setembro,374,2002-01-01
2003,16,Pernambuco,Setembro,510,2003-01-01
2004,16,Pernambuco,Setembro,192,2004-01-01
2005,16,Pernambuco,Setembro,154,2005-01-01
2006,16,Pernambuco,Setembro,147,2006-01-01
2007,16,Pernambuco,Setembro,164,2007-01-01
2008,16,Pernambuco,Setembro,92,2008-01-01
2009,16,Pernambuco,Setembro,164,2009-01-01
2010,16,Pernambuco,Setembro,179,2010-01-01
2011,16,Pernambuco,Setembro,243,2011-01-01
2012,16,Pernambuco,Setembro,192,2012-01-01
2013,16,Pernambuco,Setembro,143,2013-01-01
2014,16,Pernambuco,Setembro,63,2014-01-01
2015,16,Pernambuco,Setembro,116,2015-01-01
2016,16,Pernambuco,Setembro,171,2016-01-01
2017,16,Pernambuco,Setembro,69,2017-01-01
1998,16,Pernambuco,Outubro,372,1998-01-01
1999,16,Pernambuco,Outubro,180,1999-01-01
2000,16,Pernambuco,Outubro,411,2000-01-01
2001,16,Pernambuco,Outubro,461,2001-01-01
2002,16,Pernambuco,Outubro,638,2002-01-01
2003,16,Pernambuco,Outubro,859,2003-01-01
2004,16,Pernambuco,Outubro,545,2004-01-01
2005,16,Pernambuco,Outubro,408,2005-01-01
2006,16,Pernambuco,Outubro,310,2006-01-01
2007,16,Pernambuco,Outubro,702,2007-01-01
2008,16,Pernambuco,Outubro,274,2008-01-01
2009,16,Pernambuco,Outubro,254,2009-01-01
2010,16,Pernambuco,Outubro,347,2010-01-01
2011,16,Pernambuco,Outubro,461,2011-01-01
2012,16,Pernambuco,Outubro,222,2012-01-01
2013,16,Pernambuco,Outubro,161,2013-01-01
2014,16,Pernambuco,Outubro,174,2014-01-01
2015,16,Pernambuco,Outubro,194,2015-01-01
2016,16,Pernambuco,Outubro,319,2016-01-01
2017,16,Pernambuco,Outubro,256,2017-01-01
1998,16,Pernambuco,Novembro,141,1998-01-01
1999,16,Pernambuco,Novembro,41,1999-01-01
2000,16,Pernambuco,Novembro,64,2000-01-01
2001,16,Pernambuco,Novembro,208,2001-01-01
2002,16,Pernambuco,Novembro,521,2002-01-01
2003,16,Pernambuco,Novembro,560,2003-01-01
2004,16,Pernambuco,Novembro,465,2004-01-01
2005,16,Pernambuco,Novembro,452,2005-01-01
2006,16,Pernambuco,Novembro,385,2006-01-01
2007,16,Pernambuco,Novembro,359,2007-01-01
2008,16,Pernambuco,Novembro,363,2008-01-01
2009,16,Pernambuco,Novembro,486,2009-01-01
2010,16,Pernambuco,Novembro,831,2010-01-01
2011,16,Pernambuco,Novembro,352,2011-01-01
2012,16,Pernambuco,Novembro,181,2012-01-01
2013,16,Pernambuco,Novembro,110,2013-01-01
2014,16,Pernambuco,Novembro,111,2014-01-01
2015,16,Pernambuco,Novembro,315,2015-01-01
2016,16,Pernambuco,Novembro,191,2016-01-01
2017,16,Pernambuco,Novembro,66,2017-01-01
1998,16,Pernambuco,Dezembro,59,1998-01-01
1999,16,Pernambuco,Dezembro,16,1999-01-01
2000,16,Pernambuco,Dezembro,22,2000-01-01
2001,16,Pernambuco,Dezembro,62,2001-01-01
2002,16,Pernambuco,Dezembro,259,2002-01-01
2003,16,Pernambuco,Dezembro,229,2003-01-01
2004,16,Pernambuco,Dezembro,373,2004-01-01
2005,16,Pernambuco,Dezembro,191,2005-01-01
2006,16,Pernambuco,Dezembro,207,2006-01-01
2007,16,Pernambuco,Dezembro,200,2007-01-01
2008,16,Pernambuco,Dezembro,203,2008-01-01
2009,16,Pernambuco,Dezembro,351,2009-01-01
2010,16,Pernambuco,Dezembro,117,2010-01-01
2011,16,Pernambuco,Dezembro,364,2011-01-01
2012,16,Pernambuco,Dezembro,108,2012-01-01
2013,16,Pernambuco,Dezembro,141,2013-01-01
2014,16,Pernambuco,Dezembro,101,2014-01-01
2015,16,Pernambuco,Dezembro,176,2015-01-01
2016,16,Pernambuco,Dezembro,161,2016-01-01
1998,17,Piau,Janeiro,0,1998-01-01
1999,17,Piau,Janeiro,21,1999-01-01
2000,17,Piau,Janeiro,5,2000-01-01
2001,17,Piau,Janeiro,29,2001-01-01
2002,17,Piau,Janeiro,33,2002-01-01
2003,17,Piau,Janeiro,86,2003-01-01
2004,17,Piau,Janeiro,42,2004-01-01
2005,17,Piau,Janeiro,94,2005-01-01
2006,17,Piau,Janeiro,133,2006-01-01
2007,17,Piau,Janeiro,123,2007-01-01
2008,17,Piau,Janeiro,61,2008-01-01
2009,17,Piau,Janeiro,79,2009-01-01
2010,17,Piau,Janeiro,99,2010-01-01
2011,17,Piau,Janeiro,39,2011-01-01
2012,17,Piau,Janeiro,80,2012-01-01
2013,17,Piau,Janeiro,72,2013-01-01
2014,17,Piau,Janeiro,79,2014-01-01
2015,17,Piau,Janeiro,92,2015-01-01
2016,17,Piau,Janeiro,94,2016-01-01
2017,17,Piau,Janeiro,85,2017-01-01
1998,17,Piau,Fevereiro,0,1998-01-01
1999,17,Piau,Fevereiro,22,1999-01-01
2000,17,Piau,Fevereiro,12,2000-01-01
2001,17,Piau,Fevereiro,0,2001-01-01
2002,17,Piau,Fevereiro,160,2002-01-01
2003,17,Piau,Fevereiro,3,2003-01-01
2004,17,Piau,Fevereiro,20,2004-01-01
2005,17,Piau,Fevereiro,26,2005-01-01
2006,17,Piau,Fevereiro,23,2006-01-01
2007,17,Piau,Fevereiro,11,2007-01-01
2008,17,Piau,Fevereiro,21,2008-01-01
2009,17,Piau,Fevereiro,19,2009-01-01
2010,17,Piau,Fevereiro,54,2010-01-01
2011,17,Piau,Fevereiro,11,2011-01-01
2012,17,Piau,Fevereiro,31,2012-01-01
2013,17,Piau,Fevereiro,68,2013-01-01
2014,17,Piau,Fevereiro,14,2014-01-01
2015,17,Piau,Fevereiro,38,2015-01-01
2016,17,Piau,Fevereiro,97,2016-01-01
2017,17,Piau,Fevereiro,24,2017-01-01
1998,17,Piau,Março,0,1998-01-01
1999,17,Piau,Março,4,1999-01-01
2000,17,Piau,Março,14,2000-01-01
2001,17,Piau,Março,2,2001-01-01
2002,17,Piau,Março,63,2002-01-01
2003,17,Piau,Março,15,2003-01-01
2004,17,Piau,Março,27,2004-01-01
2005,17,Piau,Março,13,2005-01-01
2006,17,Piau,Março,18,2006-01-01
2007,17,Piau,Março,31,2007-01-01
2008,17,Piau,Março,4,2008-01-01
2009,17,Piau,Março,17,2009-01-01
2010,17,Piau,Março,47,2010-01-01
2011,17,Piau,Março,15,2011-01-01
2012,17,Piau,Março,71,2012-01-01
2013,17,Piau,Março,14,2013-01-01
2014,17,Piau,Março,88,2014-01-01
2015,17,Piau,Março,35,2015-01-01
2016,17,Piau,Março,53,2016-01-01
2017,17,Piau,Março,25,2017-01-01
1998,17,Piau,Abril,0,1998-01-01
1999,17,Piau,Abril,10,1999-01-01
2000,17,Piau,Abril,15,2000-01-01
2001,17,Piau,Abril,1,2001-01-01
2002,17,Piau,Abril,87,2002-01-01
2003,17,Piau,Abril,22,2003-01-01
2004,17,Piau,Abril,10,2004-01-01
2005,17,Piau,Abril,3,2005-01-01
2006,17,Piau,Abril,1,2006-01-01
2007,17,Piau,Abril,9,2007-01-01
2008,17,Piau,Abril,7,2008-01-01
2009,17,Piau,Abril,8,2009-01-01
2010,17,Piau,Abril,56,2010-01-01
2011,17,Piau,Abril,16,2011-01-01
2012,17,Piau,Abril,119,2012-01-01
2013,17,Piau,Abril,34,2013-01-01
2014,17,Piau,Abril,63,2014-01-01
2015,17,Piau,Abril,50,2015-01-01
2016,17,Piau,Abril,35,2016-01-01
2017,17,Piau,Abril,25,2017-01-01
1998,17,Piau,Maio,0,1998-01-01
1999,17,Piau,Maio,8,1999-01-01
2000,17,Piau,Maio,25,2000-01-01
2001,17,Piau,Maio,36,2001-01-01
2002,17,Piau,Maio,84,2002-01-01
2003,17,Piau,Maio,13,2003-01-01
2004,17,Piau,Maio,80,2004-01-01
2005,17,Piau,Maio,22,2005-01-01
2006,17,Piau,Maio,0,2006-01-01
2007,17,Piau,Maio,52,2007-01-01
2008,17,Piau,Maio,12,2008-01-01
2009,17,Piau,Maio,12,2009-01-01
2010,17,Piau,Maio,231,2010-01-01
2011,17,Piau,Maio,77,2011-01-01
2012,17,Piau,Maio,334,2012-01-01
2013,17,Piau,Maio,40,2013-01-01
2014,17,Piau,Maio,138,2014-01-01
2015,17,Piau,Maio,66,2015-01-01
2016,17,Piau,Maio,60,2016-01-01
2017,17,Piau,Maio,36,2017-01-01
1998,17,Piau,Junho,46,1998-01-01
1999,17,Piau,Junho,47,1999-01-01
2000,17,Piau,Junho,18,2000-01-01
2001,17,Piau,Junho,87,2001-01-01
2002,17,Piau,Junho,161,2002-01-01
2003,17,Piau,Junho,88,2003-01-01
2004,17,Piau,Junho,239,2004-01-01
2005,17,Piau,Junho,171,2005-01-01
2006,17,Piau,Junho,40,2006-01-01
2007,17,Piau,Junho,303,2007-01-01
2008,17,Piau,Junho,33,2008-01-01
2009,17,Piau,Junho,56,2009-01-01
2010,17,Piau,Junho,208,2010-01-01
2011,17,Piau,Junho,462,2011-01-01
2012,17,Piau,Junho,834,2012-01-01
2013,17,Piau,Junho,263,2013-01-01
2014,17,Piau,Junho,373,2014-01-01
2015,17,Piau,Junho,283,2015-01-01
2016,17,Piau,Junho,153,2016-01-01
2017,17,Piau,Junho,193,2017-01-01
1998,17,Piau,Julho,189,1998-01-01
1999,17,Piau,Julho,123,1999-01-01
2000,17,Piau,Julho,75,2000-01-01
2001,17,Piau,Julho,337,2001-01-01
2002,17,Piau,Julho,534,2002-01-01
2003,17,Piau,Julho,407,2003-01-01
2004,17,Piau,Julho,564,2004-01-01
2005,17,Piau,Julho,445,2005-01-01
2006,17,Piau,Julho,150,2006-01-01
2007,17,Piau,Julho,919,2007-01-01
2008,17,Piau,Julho,97,2008-01-01
2009,17,Piau,Julho,302,2009-01-01
2010,17,Piau,Julho,1.696,2010-01-01
2011,17,Piau,Julho,864,2011-01-01
2012,17,Piau,Julho,1.755,2012-01-01
2013,17,Piau,Julho,361,2013-01-01
2014,17,Piau,Julho,1.177,2014-01-01
2015,17,Piau,Julho,690,2015-01-01
2016,17,Piau,Julho,754,2016-01-01
2017,17,Piau,Julho,643,2017-01-01
1998,17,Piau,Agosto,711,1998-01-01
1999,17,Piau,Agosto,499,1999-01-01
2000,17,Piau,Agosto,415,2000-01-01
2001,17,Piau,Agosto,1.133,2001-01-01
2002,17,Piau,Agosto,2.28,2002-01-01
2003,17,Piau,Agosto,864,2003-01-01
2004,17,Piau,Agosto,1.002,2004-01-01
2005,17,Piau,Agosto,943,2005-01-01
2006,17,Piau,Agosto,911,2006-01-01
2007,17,Piau,Agosto,3.551,2007-01-01
2008,17,Piau,Agosto,290,2008-01-01
2009,17,Piau,Agosto,790,2009-01-01
2010,17,Piau,Agosto,4.035,2010-01-01
2011,17,Piau,Agosto,1.958,2011-01-01
2012,17,Piau,Agosto,3.614,2012-01-01
2013,17,Piau,Agosto,1.015,2013-01-01
2014,17,Piau,Agosto,2.265,2014-01-01
2015,17,Piau,Agosto,2.057,2015-01-01
2016,17,Piau,Agosto,1.647,2016-01-01
2017,17,Piau,Agosto,1.572,2017-01-01
1998,17,Piau,Setembro,1.991,1998-01-01
1999,17,Piau,Setembro,872,1999-01-01
2000,17,Piau,Setembro,1.099,2000-01-01
2001,17,Piau,Setembro,2.401,2001-01-01
2002,17,Piau,Setembro,2.475,2002-01-01
2003,17,Piau,Setembro,3.399,2003-01-01
2004,17,Piau,Setembro,2.662,2004-01-01
2005,17,Piau,Setembro,3.136,2005-01-01
2006,17,Piau,Setembro,1.618,2006-01-01
2007,17,Piau,Setembro,4.078,2007-01-01
2008,17,Piau,Setembro,1.472,2008-01-01
2009,17,Piau,Setembro,1.709,2009-01-01
2010,17,Piau,Setembro,5.392,2010-01-01
2011,17,Piau,Setembro,4.402,2011-01-01
2012,17,Piau,Setembro,4.479,2012-01-01
2013,17,Piau,Setembro,2.311,2013-01-01
2014,17,Piau,Setembro,2.536,2014-01-01
2015,17,Piau,Setembro,5.828,2015-01-01
2016,17,Piau,Setembro,1.394,2016-01-01
2017,17,Piau,Setembro,3.422,2017-01-01
1998,17,Piau,Outubro,2.586,1998-01-01
1999,17,Piau,Outubro,1.438,1999-01-01
2000,17,Piau,Outubro,2.558,2000-01-01
2001,17,Piau,Outubro,3.742,2001-01-01
2002,17,Piau,Outubro,2.757,2002-01-01
2003,17,Piau,Outubro,2.332,2003-01-01
2004,17,Piau,Outubro,2.144,2004-01-01
2005,17,Piau,Outubro,3.263,2005-01-01
2006,17,Piau,Outubro,1.443,2006-01-01
2007,17,Piau,Outubro,2.331,2007-01-01
2008,17,Piau,Outubro,1.83,2008-01-01
2009,17,Piau,Outubro,913,2009-01-01
2010,17,Piau,Outubro,3.863,2010-01-01
2011,17,Piau,Outubro,1.484,2011-01-01
2012,17,Piau,Outubro,2.506,2012-01-01
2013,17,Piau,Outubro,1.269,2013-01-01
2014,17,Piau,Outubro,1.788,2014-01-01
